opponent,seed,board_id,repeat,swapped,seat,v2_result,v5_result,v2_turns,v5_turns
amin-main8-iter160,83000,1,0,1,0,win,draw,1186,1200
amin-main8-iter160,83000,1,0,1,1,win,win,135,135
amin-main8-iter160,83000,2,0,0,0,loss,loss,270,270
amin-main8-iter160,83000,2,0,0,1,draw,draw,1200,1200
amin-main8-iter160,83000,2,0,1,0,draw,draw,1200,1200
amin-main8-iter160,83000,2,0,1,1,loss,loss,270,270
amin-main8-iter160,83000,3,0,0,0,loss,loss,118,118
amin-main8-iter160,83000,3,0,0,1,loss,loss,500,546
amin-main8-iter160,83000,3,0,1,0,loss,loss,500,546
amin-main8-iter160,83000,3,0,1,1,loss,loss,118,118
amin-main8-iter160,83000,4,0,0,0,win,win,614,614
amin-main8-iter160,83000,4,0,0,1,loss,loss,922,1109
amin-main8-iter160,83000,4,0,1,0,loss,loss,922,1109
amin-main8-iter160,83000,4,0,1,1,win,win,614,614
amin-main8-iter160,83000,5,0,0,0,win,draw,1200,1200
amin-main8-iter160,83000,5,0,0,1,draw,win,1200,910
amin-main8-iter160,83000,5,0,1,0,draw,win,1200,910
amin-main8-iter160,83000,5,0,1,1,win,draw,1200,1200
amin-main8-iter160,83000,6,0,0,0,loss,loss,238,601
amin-main8-iter160,83000,6,0,0,1,draw,draw,1200,1200
amin-main8-iter160,83000,6,0,1,0,draw,draw,1200,1200
amin-main8-iter160,83000,6,0,1,1,loss,loss,238,601
amin-main8-iter160,83000,7,0,0,0,loss,loss,594,594
amin-main8-iter160,83000,7,0,0,1,win,win,86,86
amin-main8-iter160,83000,7,0,1,0,win,win,86,86
amin-main8-iter160,83000,7,0,1,1,loss,loss,594,594
juraj-v3.4,83000,0,0,0,0,win,win,939,657
juraj-v3.4,83000,0,0,0,1,win,win,944,1141
juraj-v3.4,83000,0,0,1,0,win,win,1146,1056
juraj-v3.4,83000,0,0,1,1,win,win,806,1024
juraj-v3.4,83000,1,0,0,0,loss,win,382,546
juraj-v3.4,83000,1,0,0,1,win,win,1151,325
juraj-v3.4,83000,1,0,1,0,win,win,401,343
juraj-v3.4,83000,1,0,1,1,win,win,553,837
juraj-v3.4,83000,2,0,0,0,loss,win,707,788
juraj-v3.4,83000,2,0,0,1,draw,win,1200,1056
juraj-v3.4,83000,2,0,1,0,win,win,737,825
juraj-v3.4,83000,2,0,1,1,loss,loss,377,447
juraj-v3.4,83000,3,0,0,0,win,win,484,743
juraj-v3.4,83000,3,0,0,1,win,win,649,335
juraj-v3.4,83000,3,0,1,0,loss,win,652,538
juraj-v3.4,83000,3,0,1,1,win,win,143,921
juraj-v3.5,83000,0,0,0,0,loss,win,466,1051
juraj-v3.5,83000,0,0,0,1,loss,loss,631,384
juraj-v3.5,83000,0,0,1,0,loss,loss,631,384
juraj-v3.5,83000,0,0,1,1,loss,win,466,1051
juraj-v3.5,83000,1,0,0,0,loss,loss,627,748
juraj-v3.5,83000,1,0,0,1,loss,loss,584,1051
juraj-v3.5,83000,1,0,1,0,loss,loss,584,1051
juraj-v3.5,83000,1,0,1,1,loss,loss,627,748
juraj-v3.5,83000,2,0,0,0,loss,loss,960,814
juraj-v3.5,83000,2,0,0,1,win,win,784,784
juraj-v3.5,83000,2,0,1,0,win,win,784,784
juraj-v3.5,83000,2,0,1,1,loss,loss,960,814
juraj-v3.5,83000,3,0,0,0,loss,win,839,987
juraj-v3.5,83000,3,0,0,1,loss,loss,804,806
juraj-v3.5,83000,3,0,1,0,loss,loss,804,806
juraj-v3.5,83000,3,0,1,1,loss,win,839,987
