opponent,seed,board_id,repeat,swapped,seat,v6_result,v7_result,v6_turns,v7_turns
juraj-v3.5,83000,0,0,1,0,loss,loss,384,733
juraj-v3.5,83000,0,0,1,1,win,draw,1051,1200
juraj-v3.5,83000,1,0,0,0,loss,loss,730,480
juraj-v3.5,83000,1,0,0,1,loss,loss,1021,1019
juraj-v3.5,83000,1,0,1,0,loss,loss,1021,1019
juraj-v3.5,83000,1,0,1,1,loss,loss,730,480
juraj-v3.5,83000,2,0,0,0,loss,loss,860,1185
juraj-v3.5,83000,2,0,0,1,win,win,784,977
juraj-v3.5,83000,2,0,1,0,win,win,784,977
juraj-v3.5,83000,2,0,1,1,loss,loss,860,1185
juraj-v3.5,83000,3,0,0,0,win,loss,1075,855
juraj-v3.5,83000,3,0,0,1,loss,loss,806,845
juraj-v3.5,83000,3,0,1,0,loss,loss,806,845
juraj-v3.5,83000,3,0,1,1,win,loss,1075,855
